internal_id,store_id,name,address,city,region,postal_code,country,latitude,longitude,phone,source_url
au-au-https-tacobell-com-au-emerald-hills,au-https-tacobell-com-au-emerald-hills,Taco Bell Emerald Hills,"5 Raby Road, Leppington NSW 2179",Sydney,New South Wales,2179,AU,-33.9951434,150.7897899,+61 2 7205 6040,https://tacobell.com.au/emerald/hills/
au-au-https-tacobell-com-au-greensquare,au-https-tacobell-com-au-greensquare,Taco Bell Greensquare,"103/305 Botany Road, ZETLAND NSW 2017",Sydney,New South Wales,2017,AU,-33.9060869,151.2033204,+61 2 7204 0650,https://tacobell.com.au/greensquare/
au-au-https-tacobell-com-au-hawthorn,au-https-tacobell-com-au-hawthorn,Taco Bell Hawthorn,"650-652 Glenferrie Road, Hawthorn VIC 3122",Melbourne,Victoria,3122,AU,-37.8218362,145.0360071,+61 3 9825 8210,https://tacobell.com.au/hawthorn/
au-au-https-tacobell-com-au-haymarket,au-https-tacobell-com-au-haymarket,Taco Bell Haymarket,"815 George Street, HAYMARKET NSW 2000",Sydney,New South Wales,2000,AU,-33.8827860,151.2034160,+61 2 7204 7730,https://tacobell.com.au/haymarket/
au-au-https-tacobell-com-au-hoppers-crossing,au-https-tacobell-com-au-hoppers-crossing,Taco Bell Hoppers Crossing,"88 Derrimut Road, Hoppers Crossing VIC 3029",Melbourne,Victoria,3029,AU,-37.8811027,144.6826120,+61 3 9825 8220,https://tacobell.com.au/hoppers/crossing/
au-au-https-tacobell-com-au-jesmond,au-https-tacobell-com-au-jesmond,Taco Bell Jesmond,"Shop 60, Stockland Jesmond Shopping Centre. 28 Blue Gum Road, JESMOND NSW 2299",Newcastle,New South Wales,2299,AU,-32.9027249,151.6903433,+61 2 4950 1035,https://tacobell.com.au/jesmond/
au-au-https-tacobell-com-au-logan-central,au-https-tacobell-com-au-logan-central,Taco Bell Logan Central,"26 Wembley Road, Logan Central QLD 4114",Logan City,Queensland,4114,AU,-27.6424663,153.1156422,+61 7 2899 6605,https://tacobell.com.au/logan/central/
au-au-https-tacobell-com-au-midland,au-https-tacobell-com-au-midland,Taco Bell Midland,"226 Great Eastern Highway, Midland WA 6056",Perth,Western Australia,6056,AU,-31.8915000,116.0145200,+61 8 6207 3415,https://tacobell.com.au/midland/
au-au-https-tacobell-com-au-morayfield,au-https-tacobell-com-au-morayfield,Taco Bell Morayfield,"182-190 Morayfield Road, Morayfield QLD 4506",Brisbane,Queensland,4506,AU,-27.1049340,152.9469698,+61 7 5294 9715,https://tacobell.com.au/morayfield/
au-au-https-tacobell-com-au-north-lakes,au-https-tacobell-com-au-north-lakes,Taco Bell North Lakes,"Cnr 144 Flinders Parade & Diamond Jubilee Way, North Lakes QLD 4509",North Lakes,Queensland,4509,AU,-27.2147578,152.9993628,+61 7 3351 9505,https://tacobell.com.au/north/lakes/
au-au-https-tacobell-com-au-roxburghpark,au-https-tacobell-com-au-roxburghpark,Taco Bell Roxburgh Park,"260 Somerton Rd, Roxburgh Park VIC 3064",Melbourne,Victoria,3064,AU,-37.6407311,144.9297489,+61 3 7303 2305,https://tacobell.com.au/roxburghpark/
au-au-https-tacobell-com-au-south-yarra,au-https-tacobell-com-au-south-yarra,Taco Bell South Yarra,"352 Chapel Street, South Yarra VIC 3141",Melbourne,Victoria,3141,AU,-37.8465856,144.9943680,+61 3 9825 8205,https://tacobell.com.au/south/yarra/
au-au-https-tacobell-com-au-blacktown,au-https-tacobell-com-au-blacktown,Taco Bell Westpoint Blacktown,"Level 3, Westpoint Shopping Centre, 17 Patrick Street, BLACKTOWN NSW 2148",Sydney,New South Wales,2148,AU,-33.7697320,150.9065750,+61 2 9621 1263,https://tacobell.com.au/blacktown/
br-br-6858489114,br-6858489114,Taco Bell,km 225 Rodovia Presidente Dutra,Guarulhos,São Paulo,07034-911,BR,-23.4881727,-46.5490641,,
br-br-9717868719,br-9717868719,Taco Bell,91 Rua Domingos Agostim,São Paulo,São Paulo,03314-030,BR,-23.5413986,-46.5765582,,
br-br-11592591879,br-11592591879,Taco Bell,Avenida José de Souza Campos,Campinas,São Paulo,13092-123,BR,-22.8968265,-47.0468716,,
br-br-11979572409,br-11979572409,Taco Bell,1089 Avenida Roque Petroni Júnior,São Paulo,São Paulo,04707-900,BR,-23.6229673,-46.6983642,,
br-br-13641503908,br-13641503908,Taco Bell,Avenida Industrial,Santo André,São Paulo,09090-770,BR,-23.6495424,-46.5314480,,
br-br-10057477116,br-10057477116,Taco Bell,"3º Piso Rua 15 de Novembro, 8",Niterói,,24020125,BR,-22.8971200,-43.1239333,,
br-br-13533263517,br-13533263517,Taco Bell,400 Praia de Botafogo,Rio de Janeiro,,,BR,-22.9473509,-43.1827806,,
ca-ca-https-locations-tacobell-ca-en-ab-calgary-751-3r,ca-https-locations-tacobell-ca-en-ab-calgary-751-3r,Taco Bell,751 3rd Street SW,Calgary,AB,T2P 4K8,CA,51.0461196,-114.0709199,+1 403-263-0346,https://locations.tacobell.ca/en/ab/calgary/751/3r
ca-ca-https-locations-tacobell-ca-en-ab-calgary-12222,ca-https-locations-tacobell-ca-en-ab-calgary-12222-,Taco Bell,12222 Symons Valley Road NW,Calgary,AB,T3P 0A3,CA,51.1630962,-114.1267444,+1 403-516-1582,https://locations.tacobell.ca/en/ab/calgary/12222/
ca-ca-https-locations-tacobell-ca-en-ab-calgary-3310-3,ca-https-locations-tacobell-ca-en-ab-calgary-3310-3,Taco Bell,3310 32nd Street NE,Calgary,AB,T1Y 6B9,CA,51.0819148,-113.9882780,+1 403-250-1842,https://locations.tacobell.ca/en/ab/calgary/3310/3
ca-ca-https-locations-tacobell-ca-en-ab-calgary-1595-3,ca-https-locations-tacobell-ca-en-ab-calgary-1595-3,Taco Bell,1595 32 Ave NE,Calgary,AB,T2E 8P5,CA,51.0811394,-114.0242446,+1 403-230-0061,https://locations.tacobell.ca/en/ab/calgary/1595/3
ca-ca-https-locations-tacobell-ca-en-ab-cold-lake-6603,ca-https-locations-tacobell-ca-en-ab-cold-lake-6603,Taco Bell,6603 51st. Street,Cold Lake,AB,T9M 1C8,CA,54.4325049,-110.2061292,+1 780-639-3270,https://locations.tacobell.ca/en/ab/cold/lake/6603
ca-27896c11-8b5c-db57-6607-fe7e2bbdcf93,27896c11-8b5c-db57-6607-fe7e2bbdcf93,Taco Bell Terwillegar,14311-23rd Avenue Edmonton AB T6R 3E7,"Santa Monica, CA, USA",,,CA,53.4536590,-113.5684310,780-988-8000,https://www.tacobell.ca/en/store-locator#27896c11-8b5c-db57-6607-fe7e2bbdcf93
ca-95b322f7-1f7a-29b4-e9a6-8c32344209e9,95b322f7-1f7a-29b4-e9a6-8c32344209e9,Taco Bell Ellerslie,9260 Ellerslie Road SW Edmonton AB T6X 0K6,"Santa Monica, CA, USA",,,CA,53.4255880,-113.4765710,780-485-1474,https://www.tacobell.ca/en/store-locator#95b322f7-1f7a-29b4-e9a6-8c32344209e9
ca-ca-https-locations-tacobell-ca-en-ab-edmonton-9626,ca-https-locations-tacobell-ca-en-ab-edmonton-9626-,Taco Bell,9626 160th Avenue East NW,Edmonton,AB,T5P 3C6,CA,53.6218096,-113.4909851,+1 780-423-2714,https://locations.tacobell.ca/en/ab/edmonton/9626/
ca-ca-https-locations-tacobell-ca-en-ab-edmonton-8036,ca-https-locations-tacobell-ca-en-ab-edmonton-8036-,Taco Bell,8036 118th Avenue,Edmonton,AB,T5B 0R8,CA,53.5706940,-113.4651560,+1 780-944-1301,https://locations.tacobell.ca/en/ab/edmonton/8036/
ca-ca-https-locations-tacobell-ca-en-ab-edmonton-4950,ca-https-locations-tacobell-ca-en-ab-edmonton-4950-,Taco Bell,4950 101st Avenue,Edmonton,AB,T6A 3Y1,CA,53.5416192,-113.4174982,+1 780-448-3866,https://locations.tacobell.ca/en/ab/edmonton/4950/
ca-ca-https-locations-tacobell-ca-en-ab-edmonton-8730,ca-https-locations-tacobell-ca-en-ab-edmonton-8730-,Taco Bell,8730 156 Street,Edmonton,AB,T5R 1Y5,CA,53.5210338,-113.5909380,+1 780-448-3850,https://locations.tacobell.ca/en/ab/edmonton/8730/
ca-ca-https-locations-tacobell-ca-en-ab-edmonton-3349,ca-https-locations-tacobell-ca-en-ab-edmonton-3349-,Taco Bell,3349 118th Avenue NW,Edmonton,AB,T5W 4X1,CA,53.5698649,-113.3933210,+1 780-448-2621,https://locations.tacobell.ca/en/ab/edmonton/3349/
ca-ca-https-locations-tacobell-ca-en-ab-edmonton-3431,ca-https-locations-tacobell-ca-en-ab-edmonton-3431-,Taco Bell,"3431 Gateway Blvd, Building 6",Edmonton,AB,T6J 5V5,CA,53.4711370,-113.4921172,+1 587-490-4892,https://locations.tacobell.ca/en/ab/edmonton/3431/
ca-ca-https-locations-tacobell-ca-en-ab-fort-mcmurray,ca-https-locations-tacobell-ca-en-ab-fort-mcmurray-,Taco Bell,347 Powder Drive,Fort McMurray,AB,T9K 0M3,CA,56.7573319,-111.4561008,+1 780-792-0013,https://locations.tacobell.ca/en/ab/fort/mcmurray/
ca-ca-https-locations-tacobell-ca-en-ab-fort-saskatche,ca-https-locations-tacobell-ca-en-ab-fort-saskatche,Taco Bell,10090 88th Avenue,Fort Saskatchewan,AB,T8L 2T2,CA,53.7006133,-113.2049512,+1 780-998-4411,https://locations.tacobell.ca/en/ab/fort/saskatche
ca-ca-https-locations-tacobell-ca-en-ab-grand-prairie,ca-https-locations-tacobell-ca-en-ab-grand-prairie-,Taco Bell,11509 Westgate Dr.,Grand Prairie,AB,T8V 3B1,CA,55.1712691,-118.8419842,+1 780-402-3381,https://locations.tacobell.ca/en/ab/grand/prairie/
ca-ca-https-locations-tacobell-ca-en-ab-lac-la-biche-1,ca-https-locations-tacobell-ca-en-ab-lac-la-biche-1,Taco Bell,10003 101 Avenue,Lac La Biche,AB,T0A 2C0,CA,54.7714439,-111.9725610,+1 780-623-7177,https://locations.tacobell.ca/en/ab/lac/la/biche/1
ca-ca-https-locations-tacobell-ca-en-ab-leduc-5706-50t,ca-https-locations-tacobell-ca-en-ab-leduc-5706-50t,Taco Bell,5706 50th Street,Leduc,AB,T9E 6J4,CA,53.2721638,-113.5518248,+1 780-986-2502,https://locations.tacobell.ca/en/ab/leduc/5706/50t
ca-a6e54331-183e-29fb-a711-65a83fc23794,a6e54331-183e-29fb-a711-65a83fc23794,Taco Bell West Lethbridge,188 Columbia Blvd. West Lethbridge AB T1K 4J4,"Santa Monica, CA, USA",,,CA,49.6754270,-112.8755550,403-381-0244,https://www.tacobell.ca/en/store-locator#a6e54331-183e-29fb-a711-65a83fc23794
ca-ca-https-locations-tacobell-ca-en-ab-medicine-hat-1,ca-https-locations-tacobell-ca-en-ab-medicine-hat-1,Taco Bell,1071 Ross Glen Drive Southeast,Medicine Hat,AB,T1B 3T8,CA,50.0025662,-110.6428384,+1 403-529-6703,https://locations.tacobell.ca/en/ab/medicine/hat/1
ca-ca-https-locations-tacobell-ca-en-ab-okotoks-200-so,ca-https-locations-tacobell-ca-en-ab-okotoks-200-so,Taco Bell,200 Southridge Drive,Okotoks,AB,T1S 0B2,CA,50.7075288,-113.9756795,+1 403-938-1498,https://locations.tacobell.ca/en/ab/okotoks/200/so
ca-ca-https-locations-tacobell-ca-en-ab-red-deer-6889,ca-https-locations-tacobell-ca-en-ab-red-deer-6889-,Taco Bell,6889 50th Avenue,Red Deer,AB,T4N 4E2,CA,52.2954975,-113.8129950,+1 403-340-2700,https://locations.tacobell.ca/en/ab/red/deer/6889/
ca-ca-https-locations-tacobell-ca-en-ab-rocky-view-261,ca-https-locations-tacobell-ca-en-ab-rocky-view-261,Taco Bell,261055 Crossiron Blvd,Rocky View,AB,T4A 0G3,CA,51.2028342,-113.9905198,+1 403-274-5137,https://locations.tacobell.ca/en/ab/rocky/view/261
ca-ca-https-locations-tacobell-ca-en-ab-sherwood-park,ca-https-locations-tacobell-ca-en-ab-sherwood-park-,Taco Bell,550 Baseline Road,Sherwood Park,AB,T8H 2G8,CA,53.5416383,-113.2687293,+1 780-416-8145,https://locations.tacobell.ca/en/ab/sherwood/park/
ca-630de310-5cd7-08d9-0265-bb2e171dabe2,630de310-5cd7-08d9-0265-bb2e171dabe2,TACO BELL 170 HWY. 16A,170 Hwy. 16A Spruce Grove AB T7X 3X3,"Santa Monica, CA, USA",,,CA,53.5418710,-113.9273230,780-962-4822,https://www.tacobell.ca/en/store-locator#630de310-5cd7-08d9-0265-bb2e171dabe2
ca-ca-https-locations-tacobell-ca-en-ab-st-albert-371,ca-https-locations-tacobell-ca-en-ab-st-albert-371-,Taco Bell,371 St. Albert Trail,St. Albert,AB,T8N 0R1,CA,53.6394051,-113.6241848,+1 780-458-7713,https://locations.tacobell.ca/en/ab/st/albert/371/
ca-a4f298ff-15da-c803-7c84-b1c68ab9b901,a4f298ff-15da-c803-7c84-b1c68ab9b901,TACO BELL 300-2991 LOUGHEED HIGHWAY,#300-2991 Lougheed Highway Coquitlam BC V3B 6J6,"Santa Monica, CA, USA",,,CA,49.2779240,-122.7952030,604-464-2025,https://www.tacobell.ca/en/store-locator#a4f298ff-15da-c803-7c84-b1c68ab9b901
ca-ca-https-locations-tacobell-ca-en-bc-delta-8737-120,ca-https-locations-tacobell-ca-en-bc-delta-8737-120,Taco Bell,8737 120 Street,Delta,BC,V4C 6R4,CA,49.1614862,-122.8910006,+1 778-578-5062,https://locations.tacobell.ca/en/bc/delta/8737/120
ca-f09cde08-ca18-fdeb-1bed-deedb9c8434d,f09cde08-ca18-fdeb-1bed-deedb9c8434d,TACO BELL 555 NOTRE DAME DRIVE,555 Notre Dame Drive Kamloops BC V2C 1E6,"Santa Monica, CA, USA",,,CA,50.6631710,-120.3519550,250-374-6534,https://www.tacobell.ca/en/store-locator#f09cde08-ca18-fdeb-1bed-deedb9c8434d
ca-ca-https-locations-tacobell-ca-en-bc-kelowna-2271-h,ca-https-locations-tacobell-ca-en-bc-kelowna-2271-h,Taco Bell,2271 Harvey Avenue,Kelowna,BC,V1Y 6H2,CA,49.8781287,-119.4402145,+1 250-860-3338,https://locations.tacobell.ca/en/bc/kelowna/2271/h
ca-7b3b69f0-b277-1fc2-eb6b-7748f3cc96eb,7b3b69f0-b277-1fc2-eb6b-7748f3cc96eb,TACO BELL 19971 64TH AVENUE,19971 64th Avenue Langley BC V2Y1G9,"Santa Monica, CA, USA",,,CA,49.1194810,-122.6690050,604-530-2032,https://www.tacobell.ca/en/store-locator#7b3b69f0-b277-1fc2-eb6b-7748f3cc96eb
ca-c6a08eda-f8e3-684b-45e8-fc72b72f8f88,c6a08eda-f8e3-684b-45e8-fc72b72f8f88,TACO BELL 6896 ISLAND HIGHWAY NORTH,6896 Island Highway North Nanaimo BC V9V 1P6,"Santa Monica, CA, USA",,,CA,49.2395890,-124.0510630,250-390-1565,https://www.tacobell.ca/en/store-locator#c6a08eda-f8e3-684b-45e8-fc72b72f8f88
ca-ca-https-locations-tacobell-ca-en-bc-prince-george,ca-https-locations-tacobell-ca-en-bc-prince-george-,Taco Bell,3055 Massey Drive,Prince George,BC,V2N 2S9,CA,53.8973891,-122.7772529,+1 250-564-8226,https://locations.tacobell.ca/en/bc/prince/george/
ca-0e5f0da3-c548-ebb9-0999-819c95e63bcc,0e5f0da3-c548-ebb9-0999-819c95e63bcc,TACO BELL 45367 LUCKAKUCK WAY,45367 Luckakuck Way Sardis BC V2R 3C7,"Santa Monica, CA, USA",,,CA,49.1429230,-121.9693220,604-858-3799,https://www.tacobell.ca/en/store-locator#0e5f0da3-c548-ebb9-0999-819c95e63bcc
ca-bd08d55d-31a4-8453-aae3-1ee11366e192,bd08d55d-31a4-8453-aae3-1ee11366e192,TACO BELL 13577 73RD AVENUE,13577 73rd Avenue Surrey BC V3W 2R5,"Santa Monica, CA, USA",,,CA,49.1352810,-122.8459670,604-596-7999,https://www.tacobell.ca/en/store-locator#bd08d55d-31a4-8453-aae3-1ee11366e192
ca-ecac952b-e09d-548d-fa73-564b24dab41e,ecac952b-e09d-548d-fa73-564b24dab41e,TACO BELL 9056 152ND STREET,9056 152nd Street Surrey BC V3R 4E7,"Santa Monica, CA, USA",,,CA,49.1674110,-122.8007780,604-583-7775,https://www.tacobell.ca/en/store-locator#ecac952b-e09d-548d-fa73-564b24dab41e
ca-6743dded-a747-444a-a4b8-1084e8e05719,6743dded-a747-444a-a4b8-1084e8e05719,Taco Bell Cloverdale,17740 56 Avenue Surrey BC V3S 1C7,"Santa Monica, CA, USA",,,CA,49.1038830,-122.7305780,604-576-7450,https://www.tacobell.ca/en/store-locator#6743dded-a747-444a-a4b8-1084e8e05719
ca-ca-https-locations-tacobell-ca-en-bc-vancouver-964,ca-https-locations-tacobell-ca-en-bc-vancouver-964-,Taco Bell,964 Granville St.,Vancouver,BC,V6X 1L2,CA,49.2794212,-123.1222497,+1 778-357-3408,https://locations.tacobell.ca/en/bc/vancouver/964/
ca-ca-https-locations-tacobell-ca-en-bc-vernon-4510-27,ca-https-locations-tacobell-ca-en-bc-vernon-4510-27,Taco Bell,4510 – 27th Street,Vernon,BC,V1T 4Y6,CA,50.2787075,-119.2688495,+1 778-506-2767,https://locations.tacobell.ca/en/bc/vernon/4510/27
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-2079,ca-https-locations-tacobell-ca-en-mb-winnipeg-2079-,Taco Bell,2079 Pembi Highway,Winnipeg,MB,R3C 3V6,CA,49.8146154,-97.1524609,+1 204-987-8312,https://locations.tacobell.ca/en/mb/winnipeg/2079/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-679-h,ca-https-locations-tacobell-ca-en-mb-winnipeg-679-h,Taco Bell,679 Henderson Highway,Winnipeg,MB,R2K 2J7,CA,49.9249804,-97.1060659,+1 204-987-8206,https://locations.tacobell.ca/en/mb/winnipeg/679/h
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-3651,ca-https-locations-tacobell-ca-en-mb-winnipeg-3651-,Taco Bell,3651 Portage Avenue,Winnipeg,MB,R3K 2G6,CA,49.8824532,-97.3129742,+1 204-987-8229,https://locations.tacobell.ca/en/mb/winnipeg/3651/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-750-s,ca-https-locations-tacobell-ca-en-mb-winnipeg-750-s,Taco Bell,750 Sherbrook Street,Winnipeg,MB,R3B 2X4,CA,49.9009183,-97.1585762,+1 204-987-8201,https://locations.tacobell.ca/en/mb/winnipeg/750/s
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-1651,ca-https-locations-tacobell-ca-en-mb-winnipeg-1651-,Taco Bell,1651 Regent Avenue,Winnipeg,MB,R2C 4H9,CA,49.8991706,-97.0715048,+1 204-987-8207,https://locations.tacobell.ca/en/mb/winnipeg/1651/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-1275,ca-https-locations-tacobell-ca-en-mb-winnipeg-1275-,Taco Bell,1275 Portage Avenue,Winnipeg,MB,R3G 0T8,CA,49.8833434,-97.1865981,+1 204-987-8004,https://locations.tacobell.ca/en/mb/winnipeg/1275/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-1125,ca-https-locations-tacobell-ca-en-mb-winnipeg-1125-,Taco Bell,1125 Main Street,Winnipeg,MB,R2W 3S4,CA,49.9173267,-97.1299635,+1 204-987-8204,https://locations.tacobell.ca/en/mb/winnipeg/1125/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-1030,ca-https-locations-tacobell-ca-en-mb-winnipeg-1030-,Taco Bell,1030 Keewatin Street,Winnipeg,MB,R2R 2E2,CA,49.9443803,-97.1959962,+1 204-987-8314,https://locations.tacobell.ca/en/mb/winnipeg/1030/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-1100,ca-https-locations-tacobell-ca-en-mb-winnipeg-1100-,Taco Bell,1100 St. Mary's Road,Winnipeg,MB,R2M 3T4,CA,49.8349045,-97.1140098,+1 204-987-8209,https://locations.tacobell.ca/en/mb/winnipeg/1100/
ca-ca-https-locations-tacobell-ca-en-mb-winnipeg-16-la,ca-https-locations-tacobell-ca-en-mb-winnipeg-16-la,Taco Bell,16 Lakewood Blvd.,Winnipeg,MB,R2J 2M6,CA,49.8554667,-97.0791334,+1 204-987-8309,https://locations.tacobell.ca/en/mb/winnipeg/16/la
ca-ca-https-locations-tacobell-ca-en-nb-dieppe-451-pau,ca-https-locations-tacobell-ca-en-nb-dieppe-451-pau,Taco Bell,451 Paul Street,Dieppe,NB,E1A 6W8,CA,46.0946235,-64.7565727,+1 506-858-8877,https://locations.tacobell.ca/en/nb/dieppe/451/pau
ca-ca-https-locations-tacobell-ca-en-nb-fredericton-13,ca-https-locations-tacobell-ca-en-nb-fredericton-13,Taco Bell,1381 Regent St,Fredericton,NB,E3C 1A2,CA,45.9356657,-66.6654214,+1 506-458-8226,https://locations.tacobell.ca/en/nb/fredericton/13
ca-ca-https-locations-tacobell-ca-en-nb-saint-john-545,ca-https-locations-tacobell-ca-en-nb-saint-john-545,Taco Bell,545 Westmorland Place,Saint John,NB,E2J 3T3,CA,45.3114070,-66.0142288,+1 506-633-4811,https://locations.tacobell.ca/en/nb/saint/john/545
ca-ca-https-locations-tacobell-ca-en-nb-saint-john-944,ca-https-locations-tacobell-ca-en-nb-saint-john-944,Taco Bell,"944 Fairville Blvd, Unit 2",Saint John,NB,E2B5T5,CA,45.2490333,-66.1039176,+1 506-657-7788,https://locations.tacobell.ca/en/nb/saint/john/944
ca-ca-https-locations-tacobell-ca-en-nl-mount-pearl-47,ca-https-locations-tacobell-ca-en-nl-mount-pearl-47,Taco Bell,47 Commonwealth Avenue,Mount Pearl,NL,A1N 1W7,CA,47.5169427,-52.8060941,+1 709-984-0147,https://locations.tacobell.ca/en/nl/mount/pearl/47
ca-ca-https-locations-tacobell-ca-en-nl-st-johns-34-ro,ca-https-locations-tacobell-ca-en-nl-st-johns-34-ro,Taco Bell,34 Ropewalk Lane,St. John's,NL,A1E 1V1,CA,47.5559390,-52.7358537,+1 709-207-2400,https://locations.tacobell.ca/en/nl/st/johns/34/ro
ca-ca-https-locations-tacobell-ca-en-ns-dartmouth-21-m,ca-https-locations-tacobell-ca-en-ns-dartmouth-21-m,Taco Bell,21 Mic Mac Blvd.,Dartmouth,NS,B3A 4N3,CA,44.6860981,-63.5597947,+1 902-463-1300,https://locations.tacobell.ca/en/ns/dartmouth/21/m
ca-ca-https-locations-tacobell-ca-en-ns-halifax-7001-m,ca-https-locations-tacobell-ca-en-ns-halifax-7001-m,Taco Bell,7001 Mumford Road,Halifax,NS,B3L 4N9,CA,44.6493237,-63.6181560,+1 902-455-1824,https://locations.tacobell.ca/en/ns/halifax/7001/m
ca-ca-https-locations-tacobell-ca-en-ns-stewiacke-87-w,ca-https-locations-tacobell-ca-en-ns-stewiacke-87-w,Taco Bell,87 West Main Street,Stewiacke,NS,B0N 2J0,CA,45.1400078,-63.3619679,+1 902-639-2244,https://locations.tacobell.ca/en/ns/stewiacke/87/w
ca-ca-https-locations-tacobell-ca-en-ns-sydney-river-2,ca-https-locations-tacobell-ca-en-ns-sydney-river-2,Taco Bell,29 Keltic Drive,Sydney River,NS,B1S 1P4,CA,46.1085757,-60.2242266,+1 902-564-6646,https://locations.tacobell.ca/en/ns/sydney/river/2
ca-ca-https-locations-tacobell-ca-en-ns-truro-242-robi,ca-https-locations-tacobell-ca-en-ns-truro-242-robi,Taco Bell,242 Robie Street,Truro,NS,B2N 1L1,CA,45.3690487,-63.3015445,+1 902-895-2101,https://locations.tacobell.ca/en/ns/truro/242/robi
